userId	geneSymbol	geneName	entrezgene	gLink
PTGS1	PTGS1	prostaglandin-endoperoxide synthase 1	5742	https://www.ncbi.nlm.nih.gov/gene/?term=5742
HRC	HRC	histidine rich calcium binding protein	3270	https://www.ncbi.nlm.nih.gov/gene/?term=3270
PTPRZ1	PTPRZ1	protein tyrosine phosphatase, receptor type Z1	5803	https://www.ncbi.nlm.nih.gov/gene/?term=5803
NFYA	NFYA	nuclear transcription factor Y subunit alpha	4800	https://www.ncbi.nlm.nih.gov/gene/?term=4800
F8A1	F8A1	coagulation factor VIII associated 1	8263	https://www.ncbi.nlm.nih.gov/gene/?term=8263
PAX7	PAX7	paired box 7	5081	https://www.ncbi.nlm.nih.gov/gene/?term=5081
PAX3	PAX3	paired box 3	5077	https://www.ncbi.nlm.nih.gov/gene/?term=5077
NR2F2	NR2F2	nuclear receptor subfamily 2 group F member 2	7026	https://www.ncbi.nlm.nih.gov/gene/?term=7026
TNC	TNC	tenascin C	3371	https://www.ncbi.nlm.nih.gov/gene/?term=3371
POLR2A	POLR2A	RNA polymerase II subunit A	5430	https://www.ncbi.nlm.nih.gov/gene/?term=5430
LAMA1	LAMA1	laminin subunit alpha 1	284217	https://www.ncbi.nlm.nih.gov/gene/?term=284217
YY1	YY1	YY1 transcription factor	7528	https://www.ncbi.nlm.nih.gov/gene/?term=7528
COL5A3	COL5A3	collagen type V alpha 3 chain	50509	https://www.ncbi.nlm.nih.gov/gene/?term=50509
PAX6	PAX6	paired box 6	5080	https://www.ncbi.nlm.nih.gov/gene/?term=5080
ZFP36	ZFP36	ZFP36 ring finger protein	7538	https://www.ncbi.nlm.nih.gov/gene/?term=7538
GDF1	GDF1	growth differentiation factor 1	2657	https://www.ncbi.nlm.nih.gov/gene/?term=2657
LOX	LOX	lysyl oxidase	4015	https://www.ncbi.nlm.nih.gov/gene/?term=4015
POLD1	POLD1	DNA polymerase delta 1, catalytic subunit	5424	https://www.ncbi.nlm.nih.gov/gene/?term=5424
HOXD9	HOXD9	homeobox D9	3235	https://www.ncbi.nlm.nih.gov/gene/?term=3235
RXRB	RXRB	retinoid X receptor beta	6257	https://www.ncbi.nlm.nih.gov/gene/?term=6257
EPHA8	EPHA8	EPH receptor A8	2046	https://www.ncbi.nlm.nih.gov/gene/?term=2046
LTK	LTK	leukocyte receptor tyrosine kinase	4058	https://www.ncbi.nlm.nih.gov/gene/?term=4058
NOS3	NOS3	nitric oxide synthase 3	4846	https://www.ncbi.nlm.nih.gov/gene/?term=4846
RBMS1	RBMS1	RNA binding motif single stranded interacting protein 1	5937	https://www.ncbi.nlm.nih.gov/gene/?term=5937
CD6	CD6	CD6 molecule	923	https://www.ncbi.nlm.nih.gov/gene/?term=923
AXL	AXL	AXL receptor tyrosine kinase	558	https://www.ncbi.nlm.nih.gov/gene/?term=558
TLX1	TLX1	T cell leukemia homeobox 1	3195	https://www.ncbi.nlm.nih.gov/gene/?term=3195
HNRNPH3	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3	3189	https://www.ncbi.nlm.nih.gov/gene/?term=3189
INPP5B	INPP5B	inositol polyphosphate-5-phosphatase B	3633	https://www.ncbi.nlm.nih.gov/gene/?term=3633
OTX1	OTX1	orthodenticle homeobox 1	5013	https://www.ncbi.nlm.nih.gov/gene/?term=5013
CSF2RB	CSF2RB	colony stimulating factor 2 receptor beta common subunit	1439	https://www.ncbi.nlm.nih.gov/gene/?term=1439
ICAM3	ICAM3	intercellular adhesion molecule 3	3385	https://www.ncbi.nlm.nih.gov/gene/?term=3385
CSTF2	CSTF2	cleavage stimulation factor subunit 2	1478	https://www.ncbi.nlm.nih.gov/gene/?term=1478
THBS2	THBS2	thrombospondin 2	7058	https://www.ncbi.nlm.nih.gov/gene/?term=7058
THBS4	THBS4	thrombospondin 4	7060	https://www.ncbi.nlm.nih.gov/gene/?term=7060
IDUA	IDUA	iduronidase, alpha-L-	3425	https://www.ncbi.nlm.nih.gov/gene/?term=3425
KRT9	KRT9	keratin 9	3857	https://www.ncbi.nlm.nih.gov/gene/?term=3857
FBN2	FBN2	fibrillin 2	2201	https://www.ncbi.nlm.nih.gov/gene/?term=2201
IRS1	IRS1	insulin receptor substrate 1	3667	https://www.ncbi.nlm.nih.gov/gene/?term=3667
AGL	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	178	https://www.ncbi.nlm.nih.gov/gene/?term=178
TIE1	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1	7075	https://www.ncbi.nlm.nih.gov/gene/?term=7075
FUS	FUS	FUS RNA binding protein	2521	https://www.ncbi.nlm.nih.gov/gene/?term=2521
NUP214	NUP214	nucleoporin 214	8021	https://www.ncbi.nlm.nih.gov/gene/?term=8021
SOX18	SOX18	SRY-box 18	54345	https://www.ncbi.nlm.nih.gov/gene/?term=54345
IGFALS	IGFALS	insulin like growth factor binding protein acid labile subunit	3483	https://www.ncbi.nlm.nih.gov/gene/?term=3483
AHR	AHR	aryl hydrocarbon receptor	196	https://www.ncbi.nlm.nih.gov/gene/?term=196
ZNF76	ZNF76	zinc finger protein 76	7629	https://www.ncbi.nlm.nih.gov/gene/?term=7629
NUP62	NUP62	nucleoporin 62	23636	https://www.ncbi.nlm.nih.gov/gene/?term=23636
RBMX	RBMX	RNA binding motif protein X-linked	27316	https://www.ncbi.nlm.nih.gov/gene/?term=27316
COL15A1	COL15A1	collagen type XV alpha 1 chain	1306	https://www.ncbi.nlm.nih.gov/gene/?term=1306
COL18A1	COL18A1	collagen type XVIII alpha 1 chain	80781	https://www.ncbi.nlm.nih.gov/gene/?term=80781
DCT	DCT	dopachrome tautomerase	1638	https://www.ncbi.nlm.nih.gov/gene/?term=1638
GP5	GP5	glycoprotein V platelet	2814	https://www.ncbi.nlm.nih.gov/gene/?term=2814
VHL	VHL	von Hippel-Lindau tumor suppressor	7428	https://www.ncbi.nlm.nih.gov/gene/?term=7428
SOX3	SOX3	SRY-box 3	6658	https://www.ncbi.nlm.nih.gov/gene/?term=6658
STAT6	STAT6	signal transducer and activator of transcription 6	6778	https://www.ncbi.nlm.nih.gov/gene/?term=6778
HELZ	HELZ	helicase with zinc finger	9931	https://www.ncbi.nlm.nih.gov/gene/?term=9931
CDKN2A	CDKN2A	cyclin dependent kinase inhibitor 2A	1029	https://www.ncbi.nlm.nih.gov/gene/?term=1029
HTT	HTT	huntingtin	3064	https://www.ncbi.nlm.nih.gov/gene/?term=3064
GATA4	GATA4	GATA binding protein 4	2626	https://www.ncbi.nlm.nih.gov/gene/?term=2626
BAG6	BAG6	BCL2 associated athanogene 6	7917	https://www.ncbi.nlm.nih.gov/gene/?term=7917
NOTCH1	NOTCH1	notch receptor 1	4851	https://www.ncbi.nlm.nih.gov/gene/?term=4851
YAP1	YAP1	Yes associated protein 1	10413	https://www.ncbi.nlm.nih.gov/gene/?term=10413
ZFP36L2	ZFP36L2	ZFP36 ring finger protein like 2	678	https://www.ncbi.nlm.nih.gov/gene/?term=678
RFX3	RFX3	regulatory factor X3	5991	https://www.ncbi.nlm.nih.gov/gene/?term=5991
LHX1	LHX1	LIM homeobox 1	3975	https://www.ncbi.nlm.nih.gov/gene/?term=3975
FASN	FASN	fatty acid synthase	2194	https://www.ncbi.nlm.nih.gov/gene/?term=2194
HOXA1	HOXA1	homeobox A1	3198	https://www.ncbi.nlm.nih.gov/gene/?term=3198
EVX1	EVX1	even-skipped homeobox 1	2128	https://www.ncbi.nlm.nih.gov/gene/?term=2128
MAN2A2	MAN2A2	mannosidase alpha class 2A member 2	4122	https://www.ncbi.nlm.nih.gov/gene/?term=4122
YLPM1	YLPM1	YLP motif containing 1	56252	https://www.ncbi.nlm.nih.gov/gene/?term=56252
CLK3	CLK3	CDC like kinase 3	1198	https://www.ncbi.nlm.nih.gov/gene/?term=1198
NUP153	NUP153	nucleoporin 153	9972	https://www.ncbi.nlm.nih.gov/gene/?term=9972
CDKN1C	CDKN1C	cyclin dependent kinase inhibitor 1C	1028	https://www.ncbi.nlm.nih.gov/gene/?term=1028
MEOX2	MEOX2	mesenchyme homeobox 2	4223	https://www.ncbi.nlm.nih.gov/gene/?term=4223
ERF	ERF	ETS2 repressor factor	2077	https://www.ncbi.nlm.nih.gov/gene/?term=2077
ANXA11	ANXA11	annexin A11	311	https://www.ncbi.nlm.nih.gov/gene/?term=311
SCNN1D	SCNN1D	sodium channel epithelial 1 delta subunit	6339	https://www.ncbi.nlm.nih.gov/gene/?term=6339
NOVA1	NOVA1	NOVA alternative splicing regulator 1	4857	https://www.ncbi.nlm.nih.gov/gene/?term=4857
HCFC1	HCFC1	host cell factor C1	3054	https://www.ncbi.nlm.nih.gov/gene/?term=3054
APLP1	APLP1	amyloid beta precursor like protein 1	333	https://www.ncbi.nlm.nih.gov/gene/?term=333
HNRNPM	HNRNPM	heterogeneous nuclear ribonucleoprotein M	4670	https://www.ncbi.nlm.nih.gov/gene/?term=4670
ZNF143	ZNF143	zinc finger protein 143	7702	https://www.ncbi.nlm.nih.gov/gene/?term=7702
HK3	HK3	hexokinase 3	3101	https://www.ncbi.nlm.nih.gov/gene/?term=3101
FOSB	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit	2354	https://www.ncbi.nlm.nih.gov/gene/?term=2354
ITGA8	ITGA8	integrin subunit alpha 8	8516	https://www.ncbi.nlm.nih.gov/gene/?term=8516
SEC24C	SEC24C	SEC24 homolog C, COPII coat complex component	9632	https://www.ncbi.nlm.nih.gov/gene/?term=9632
POLG	POLG	DNA polymerase gamma, catalytic subunit	5428	https://www.ncbi.nlm.nih.gov/gene/?term=5428
ATN1	ATN1	atrophin 1	1822	https://www.ncbi.nlm.nih.gov/gene/?term=1822
CACNB3	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3	784	https://www.ncbi.nlm.nih.gov/gene/?term=784
RAD23A	RAD23A	RAD23 homolog A, nucleotide excision repair protein	5886	https://www.ncbi.nlm.nih.gov/gene/?term=5886
RAD23B	RAD23B	RAD23 homolog B, nucleotide excision repair protein	5887	https://www.ncbi.nlm.nih.gov/gene/?term=5887
EPHB4	EPHB4	EPH receptor B4	2050	https://www.ncbi.nlm.nih.gov/gene/?term=2050
NAGLU	NAGLU	N-acetyl-alpha-glucosaminidase	4669	https://www.ncbi.nlm.nih.gov/gene/?term=4669
MLLT10	MLLT10	MLLT10, histone lysine methyltransferase DOT1L cofactor	8028	https://www.ncbi.nlm.nih.gov/gene/?term=8028
MLLT6	MLLT6	MLLT6, PHD finger containing	4302	https://www.ncbi.nlm.nih.gov/gene/?term=4302
LAMB2	LAMB2	laminin subunit beta 2	3913	https://www.ncbi.nlm.nih.gov/gene/?term=3913
CDH15	CDH15	cadherin 15	1013	https://www.ncbi.nlm.nih.gov/gene/?term=1013
FOXG1	FOXG1	forkhead box G1	2290	https://www.ncbi.nlm.nih.gov/gene/?term=2290
FOXA1	FOXA1	forkhead box A1	3169	https://www.ncbi.nlm.nih.gov/gene/?term=3169
EIF3B	EIF3B	eukaryotic translation initiation factor 3 subunit B	8662	https://www.ncbi.nlm.nih.gov/gene/?term=8662
HDAC4	HDAC4	histone deacetylase 4	9759	https://www.ncbi.nlm.nih.gov/gene/?term=9759
PER3	PER3	period circadian regulator 3	8863	https://www.ncbi.nlm.nih.gov/gene/?term=8863
PRSS12	PRSS12	serine protease 12	8492	https://www.ncbi.nlm.nih.gov/gene/?term=8492
SIK1	SIK1	salt inducible kinase 1	150094	https://www.ncbi.nlm.nih.gov/gene/?term=150094
PRDM15	PRDM15	PR/SET domain 15	63977	https://www.ncbi.nlm.nih.gov/gene/?term=63977
TBX4	TBX4	T-box 4	9496	https://www.ncbi.nlm.nih.gov/gene/?term=9496
EPPK1	EPPK1	epiplakin 1	83481	https://www.ncbi.nlm.nih.gov/gene/?term=83481
NRXN2	NRXN2	neurexin 2	9379	https://www.ncbi.nlm.nih.gov/gene/?term=9379
BPIFB4	BPIFB4	BPI fold containing family B member 4	149954	https://www.ncbi.nlm.nih.gov/gene/?term=149954
KRTAP10-6	KRTAP10-6	keratin associated protein 10-6	386674	https://www.ncbi.nlm.nih.gov/gene/?term=386674
HNRNPK	HNRNPK	heterogeneous nuclear ribonucleoprotein K	3190	https://www.ncbi.nlm.nih.gov/gene/?term=3190
SNRPN	SNRPN	small nuclear ribonucleoprotein polypeptide N	6638	https://www.ncbi.nlm.nih.gov/gene/?term=6638
ADAM8	ADAM8	ADAM metallopeptidase domain 8	101	https://www.ncbi.nlm.nih.gov/gene/?term=101
RBM6	RBM6	RNA binding motif protein 6	10180	https://www.ncbi.nlm.nih.gov/gene/?term=10180
CNTNAP1	CNTNAP1	contactin associated protein 1	8506	https://www.ncbi.nlm.nih.gov/gene/?term=8506
PHC1	PHC1	polyhomeotic homolog 1	1911	https://www.ncbi.nlm.nih.gov/gene/?term=1911
PRAME	PRAME	preferentially expressed antigen in melanoma	23532	https://www.ncbi.nlm.nih.gov/gene/?term=23532
POU6F2	POU6F2	POU class 6 homeobox 2	11281	https://www.ncbi.nlm.nih.gov/gene/?term=11281
RELN	RELN	reelin	5649	https://www.ncbi.nlm.nih.gov/gene/?term=5649
MAP1A	MAP1A	microtubule associated protein 1A	4130	https://www.ncbi.nlm.nih.gov/gene/?term=4130
SMAD3	SMAD3	SMAD family member 3	4088	https://www.ncbi.nlm.nih.gov/gene/?term=4088
SKOR1	SKOR1	SKI family transcriptional corepressor 1	390598	https://www.ncbi.nlm.nih.gov/gene/?term=390598
FOXK1	FOXK1	forkhead box K1	221937	https://www.ncbi.nlm.nih.gov/gene/?term=221937
PRR20C	PRR20C	proline rich 20C	729240	https://www.ncbi.nlm.nih.gov/gene/?term=729240
PRR20D	PRR20D	proline rich 20D	729246	https://www.ncbi.nlm.nih.gov/gene/?term=729246
MUC5AC	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	4586	https://www.ncbi.nlm.nih.gov/gene/?term=4586
HSPG2	HSPG2	heparan sulfate proteoglycan 2	3339	https://www.ncbi.nlm.nih.gov/gene/?term=3339
ZXDA	ZXDA	zinc finger X-linked duplicated A	7789	https://www.ncbi.nlm.nih.gov/gene/?term=7789
FOXO4	FOXO4	forkhead box O4	4303	https://www.ncbi.nlm.nih.gov/gene/?term=4303
NFKB2	NFKB2	nuclear factor kappa B subunit 2	4791	https://www.ncbi.nlm.nih.gov/gene/?term=4791
B4GALNT1	B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1	2583	https://www.ncbi.nlm.nih.gov/gene/?term=2583
RUNX1	RUNX1	runt related transcription factor 1	861	https://www.ncbi.nlm.nih.gov/gene/?term=861
EWSR1	EWSR1	EWS RNA binding protein 1	2130	https://www.ncbi.nlm.nih.gov/gene/?term=2130
POU4F1	POU4F1	POU class 4 homeobox 1	5457	https://www.ncbi.nlm.nih.gov/gene/?term=5457
MEF2B	MEF2B	myocyte enhancer factor 2B	100271849	https://www.ncbi.nlm.nih.gov/gene/?term=100271849
COL7A1	COL7A1	collagen type VII alpha 1 chain	1294	https://www.ncbi.nlm.nih.gov/gene/?term=1294
APBA1	APBA1	amyloid beta precursor protein binding family A member 1	320	https://www.ncbi.nlm.nih.gov/gene/?term=320
DSG1	DSG1	desmoglein 1	1828	https://www.ncbi.nlm.nih.gov/gene/?term=1828
SP4	SP4	Sp4 transcription factor	6671	https://www.ncbi.nlm.nih.gov/gene/?term=6671
SP3	SP3	Sp3 transcription factor	6670	https://www.ncbi.nlm.nih.gov/gene/?term=6670
MUC3A	MUC3A	mucin 3A, cell surface associated	4584	https://www.ncbi.nlm.nih.gov/gene/?term=4584
CACNB1	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1	782	https://www.ncbi.nlm.nih.gov/gene/?term=782
MAP3K10	MAP3K10	mitogen-activated protein kinase kinase kinase 10	4294	https://www.ncbi.nlm.nih.gov/gene/?term=4294
MUC2	MUC2	mucin 2, oligomeric mucus/gel-forming	4583	https://www.ncbi.nlm.nih.gov/gene/?term=4583
RASSF7	RASSF7	Ras association domain family member 7	8045	https://www.ncbi.nlm.nih.gov/gene/?term=8045
GUCY2D	GUCY2D	guanylate cyclase 2D, retinal	3000	https://www.ncbi.nlm.nih.gov/gene/?term=3000
AKAP12	AKAP12	A-kinase anchoring protein 12	9590	https://www.ncbi.nlm.nih.gov/gene/?term=9590
POU3F1	POU3F1	POU class 3 homeobox 1	5453	https://www.ncbi.nlm.nih.gov/gene/?term=5453
CREM	CREM	cAMP responsive element modulator	1390	https://www.ncbi.nlm.nih.gov/gene/?term=1390
KMT2A	KMT2A	lysine methyltransferase 2A	4297	https://www.ncbi.nlm.nih.gov/gene/?term=4297
EIF4G1	EIF4G1	eukaryotic translation initiation factor 4 gamma 1	1981	https://www.ncbi.nlm.nih.gov/gene/?term=1981
NOTCH2	NOTCH2	notch receptor 2	4853	https://www.ncbi.nlm.nih.gov/gene/?term=4853
HGFAC	HGFAC	HGF activator	3083	https://www.ncbi.nlm.nih.gov/gene/?term=3083
REL	REL	REL proto-oncogene, NF-kB subunit	5966	https://www.ncbi.nlm.nih.gov/gene/?term=5966
MST1R	MST1R	macrophage stimulating 1 receptor	4486	https://www.ncbi.nlm.nih.gov/gene/?term=4486
EGR4	EGR4	early growth response 4	1961	https://www.ncbi.nlm.nih.gov/gene/?term=1961
DUSP2	DUSP2	dual specificity phosphatase 2	1844	https://www.ncbi.nlm.nih.gov/gene/?term=1844
RBPJ	RBPJ	recombination signal binding protein for immunoglobulin kappa J region	3516	https://www.ncbi.nlm.nih.gov/gene/?term=3516
SOX4	SOX4	SRY-box 4	6659	https://www.ncbi.nlm.nih.gov/gene/?term=6659
ZFP36L1	ZFP36L1	ZFP36 ring finger protein like 1	677	https://www.ncbi.nlm.nih.gov/gene/?term=677
KRTAP1-1	KRTAP1-1	keratin associated protein 1-1	81851	https://www.ncbi.nlm.nih.gov/gene/?term=81851
KHDRBS1	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1	10657	https://www.ncbi.nlm.nih.gov/gene/?term=10657
DDR1	DDR1	discoidin domain receptor tyrosine kinase 1	780	https://www.ncbi.nlm.nih.gov/gene/?term=780
LOXL1	LOXL1	lysyl oxidase like 1	4016	https://www.ncbi.nlm.nih.gov/gene/?term=4016
RBL2	RBL2	RB transcriptional corepressor like 2	5934	https://www.ncbi.nlm.nih.gov/gene/?term=5934
DMPK	DMPK	DM1 protein kinase	1760	https://www.ncbi.nlm.nih.gov/gene/?term=1760
EP300	EP300	E1A binding protein p300	2033	https://www.ncbi.nlm.nih.gov/gene/?term=2033
APOBR	APOBR	apolipoprotein B receptor	55911	https://www.ncbi.nlm.nih.gov/gene/?term=55911
FAAP100	FAAP100	FA core complex associated protein 100	80233	https://www.ncbi.nlm.nih.gov/gene/?term=80233
MN1	MN1	MN1 proto-oncogene, transcriptional regulator	4330	https://www.ncbi.nlm.nih.gov/gene/?term=4330
DBP	DBP	D-box binding PAR bZIP transcription factor	1628	https://www.ncbi.nlm.nih.gov/gene/?term=1628
FUT5	FUT5	fucosyltransferase 5	2527	https://www.ncbi.nlm.nih.gov/gene/?term=2527
FUT7	FUT7	fucosyltransferase 7	2529	https://www.ncbi.nlm.nih.gov/gene/?term=2529
ARHGEF5	ARHGEF5	Rho guanine nucleotide exchange factor 5	7984	https://www.ncbi.nlm.nih.gov/gene/?term=7984
FOXO1	FOXO1	forkhead box O1	2308	https://www.ncbi.nlm.nih.gov/gene/?term=2308
ASPH	ASPH	aspartate beta-hydroxylase	444	https://www.ncbi.nlm.nih.gov/gene/?term=444
TROAP	TROAP	trophinin associated protein	10024	https://www.ncbi.nlm.nih.gov/gene/?term=10024
TRO	TRO	trophinin	7216	https://www.ncbi.nlm.nih.gov/gene/?term=7216
MAP4K2	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	5871	https://www.ncbi.nlm.nih.gov/gene/?term=5871
FOXC1	FOXC1	forkhead box C1	2296	https://www.ncbi.nlm.nih.gov/gene/?term=2296
NFATC3	NFATC3	nuclear factor of activated T cells 3	4775	https://www.ncbi.nlm.nih.gov/gene/?term=4775
NPRL3	NPRL3	NPR3 like, GATOR1 complex subunit	8131	https://www.ncbi.nlm.nih.gov/gene/?term=8131
PRDM2	PRDM2	PR/SET domain 2	7799	https://www.ncbi.nlm.nih.gov/gene/?term=7799
FLII	FLII	FLII, actin remodeling protein	2314	https://www.ncbi.nlm.nih.gov/gene/?term=2314
DAZ2	DAZ2	deleted in azoospermia 2	57055	https://www.ncbi.nlm.nih.gov/gene/?term=57055
MAPK7	MAPK7	mitogen-activated protein kinase 7	5598	https://www.ncbi.nlm.nih.gov/gene/?term=5598
DUSP8	DUSP8	dual specificity phosphatase 8	1850	https://www.ncbi.nlm.nih.gov/gene/?term=1850
TBX2	TBX2	T-box 2	6909	https://www.ncbi.nlm.nih.gov/gene/?term=6909
PTK7	PTK7	protein tyrosine kinase 7 (inactive)	5754	https://www.ncbi.nlm.nih.gov/gene/?term=5754
MAPK8IP2	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	23542	https://www.ncbi.nlm.nih.gov/gene/?term=23542
TARBP1	TARBP1	TAR (HIV-1) RNA binding protein 1	6894	https://www.ncbi.nlm.nih.gov/gene/?term=6894
MSLN	MSLN	mesothelin	10232	https://www.ncbi.nlm.nih.gov/gene/?term=10232
ADAM15	ADAM15	ADAM metallopeptidase domain 15	8751	https://www.ncbi.nlm.nih.gov/gene/?term=8751
FOXE3	FOXE3	forkhead box E3	2301	https://www.ncbi.nlm.nih.gov/gene/?term=2301
TNK1	TNK1	tyrosine kinase non receptor 1	8711	https://www.ncbi.nlm.nih.gov/gene/?term=8711
SMAD4	SMAD4	SMAD family member 4	4089	https://www.ncbi.nlm.nih.gov/gene/?term=4089
SEMA5A	SEMA5A	semaphorin 5A	9037	https://www.ncbi.nlm.nih.gov/gene/?term=9037
PEX6	PEX6	peroxisomal biogenesis factor 6	5190	https://www.ncbi.nlm.nih.gov/gene/?term=5190
DYRK1A	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	1859	https://www.ncbi.nlm.nih.gov/gene/?term=1859
TPBG	TPBG	trophoblast glycoprotein	7162	https://www.ncbi.nlm.nih.gov/gene/?term=7162
RIN1	RIN1	Ras and Rab interactor 1	9610	https://www.ncbi.nlm.nih.gov/gene/?term=9610
RUNX3	RUNX3	runt related transcription factor 3	864	https://www.ncbi.nlm.nih.gov/gene/?term=864
RUNX2	RUNX2	runt related transcription factor 2	860	https://www.ncbi.nlm.nih.gov/gene/?term=860
NFYC	NFYC	nuclear transcription factor Y subunit gamma	4802	https://www.ncbi.nlm.nih.gov/gene/?term=4802
NID2	NID2	nidogen 2	22795	https://www.ncbi.nlm.nih.gov/gene/?term=22795
DSG2	DSG2	desmoglein 2	1829	https://www.ncbi.nlm.nih.gov/gene/?term=1829
KEAP1	KEAP1	kelch like ECH associated protein 1	9817	https://www.ncbi.nlm.nih.gov/gene/?term=9817
EIF3A	EIF3A	eukaryotic translation initiation factor 3 subunit A	8661	https://www.ncbi.nlm.nih.gov/gene/?term=8661
SCRIB	SCRIB	scribble planar cell polarity protein	23513	https://www.ncbi.nlm.nih.gov/gene/?term=23513
SCARF1	SCARF1	scavenger receptor class F member 1	8578	https://www.ncbi.nlm.nih.gov/gene/?term=8578
SELPLG	SELPLG	selectin P ligand	6404	https://www.ncbi.nlm.nih.gov/gene/?term=6404
LRRC32	LRRC32	leucine rich repeat containing 32	2615	https://www.ncbi.nlm.nih.gov/gene/?term=2615
CAPRIN1	CAPRIN1	cell cycle associated protein 1	4076	https://www.ncbi.nlm.nih.gov/gene/?term=4076
NFE2L1	NFE2L1	nuclear factor, erythroid 2 like 1	4779	https://www.ncbi.nlm.nih.gov/gene/?term=4779
FAT1	FAT1	FAT atypical cadherin 1	2195	https://www.ncbi.nlm.nih.gov/gene/?term=2195
KRT32	KRT32	keratin 32	3882	https://www.ncbi.nlm.nih.gov/gene/?term=3882
PUM1	PUM1	pumilio RNA binding family member 1	9698	https://www.ncbi.nlm.nih.gov/gene/?term=9698
NCOA6	NCOA6	nuclear receptor coactivator 6	23054	https://www.ncbi.nlm.nih.gov/gene/?term=23054
GSE1	GSE1	Gse1 coiled-coil protein	23199	https://www.ncbi.nlm.nih.gov/gene/?term=23199
DIP2A	DIP2A	disco interacting protein 2 homolog A	23181	https://www.ncbi.nlm.nih.gov/gene/?term=23181
USP10	USP10	ubiquitin specific peptidase 10	9100	https://www.ncbi.nlm.nih.gov/gene/?term=9100
LTBP1	LTBP1	latent transforming growth factor beta binding protein 1	4052	https://www.ncbi.nlm.nih.gov/gene/?term=4052
LTBP2	LTBP2	latent transforming growth factor beta binding protein 2	4053	https://www.ncbi.nlm.nih.gov/gene/?term=4053
MEF2D	MEF2D	myocyte enhancer factor 2D	4209	https://www.ncbi.nlm.nih.gov/gene/?term=4209
MTF1	MTF1	metal regulatory transcription factor 1	4520	https://www.ncbi.nlm.nih.gov/gene/?term=4520
NFATC4	NFATC4	nuclear factor of activated T cells 4	4776	https://www.ncbi.nlm.nih.gov/gene/?term=4776
GPNMB	GPNMB	glycoprotein nmb	10457	https://www.ncbi.nlm.nih.gov/gene/?term=10457
CUL7	CUL7	cullin 7	9820	https://www.ncbi.nlm.nih.gov/gene/?term=9820
HERPUD1	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	9709	https://www.ncbi.nlm.nih.gov/gene/?term=9709
LRRC41	LRRC41	leucine rich repeat containing 41	10489	https://www.ncbi.nlm.nih.gov/gene/?term=10489
NR6A1	NR6A1	nuclear receptor subfamily 6 group A member 1	2649	https://www.ncbi.nlm.nih.gov/gene/?term=2649
RBMY1F	RBMY1F	RNA binding motif protein, Y-linked, family 1, member F	159163	https://www.ncbi.nlm.nih.gov/gene/?term=159163
SF3B4	SF3B4	splicing factor 3b subunit 4	10262	https://www.ncbi.nlm.nih.gov/gene/?term=10262
SF3A2	SF3A2	splicing factor 3a subunit 2	8175	https://www.ncbi.nlm.nih.gov/gene/?term=8175
SHH	SHH	sonic hedgehog signaling molecule	6469	https://www.ncbi.nlm.nih.gov/gene/?term=6469
CDSN	CDSN	corneodesmosin	1041	https://www.ncbi.nlm.nih.gov/gene/?term=1041
SS18	SS18	SS18, nBAF chromatin remodeling complex subunit	6760	https://www.ncbi.nlm.nih.gov/gene/?term=6760
TESK1	TESK1	testis associated actin remodelling kinase 1	7016	https://www.ncbi.nlm.nih.gov/gene/?term=7016
NCOA2	NCOA2	nuclear receptor coactivator 2	10499	https://www.ncbi.nlm.nih.gov/gene/?term=10499
SF1	SF1	splicing factor 1	7536	https://www.ncbi.nlm.nih.gov/gene/?term=7536
JMJD1C	JMJD1C	jumonji domain containing 1C	221037	https://www.ncbi.nlm.nih.gov/gene/?term=221037
TSC22D1	TSC22D1	TSC22 domain family member 1	8848	https://www.ncbi.nlm.nih.gov/gene/?term=8848
HERC1	HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	8925	https://www.ncbi.nlm.nih.gov/gene/?term=8925
SPEG	SPEG	striated muscle enriched protein kinase	10290	https://www.ncbi.nlm.nih.gov/gene/?term=10290
NCOA1	NCOA1	nuclear receptor coactivator 1	8648	https://www.ncbi.nlm.nih.gov/gene/?term=8648
SMAD2	SMAD2	SMAD family member 2	4087	https://www.ncbi.nlm.nih.gov/gene/?term=4087
USF2	USF2	upstream transcription factor 2, c-fos interacting	7392	https://www.ncbi.nlm.nih.gov/gene/?term=7392
ZIC1	ZIC1	Zic family member 1	7545	https://www.ncbi.nlm.nih.gov/gene/?term=7545
ADRM1	ADRM1	adhesion regulating molecule 1	11047	https://www.ncbi.nlm.nih.gov/gene/?term=11047
