userId	geneSymbol	geneName	entrezgene	gLink
ZBED3	ZBED3	zinc finger BED-type containing 3	84327	https://www.ncbi.nlm.nih.gov/gene/?term=84327
CARD19	CARD19	caspase recruitment domain family member 19	84270	https://www.ncbi.nlm.nih.gov/gene/?term=84270
BBC3	BBC3	BCL2 binding component 3	27113	https://www.ncbi.nlm.nih.gov/gene/?term=27113
RBM14	RBM14	RNA binding motif protein 14	10432	https://www.ncbi.nlm.nih.gov/gene/?term=10432
FERD3L	FERD3L	Fer3 like bHLH transcription factor	222894	https://www.ncbi.nlm.nih.gov/gene/?term=222894
AMELX	AMELX	amelogenin X-linked	265	https://www.ncbi.nlm.nih.gov/gene/?term=265
CDX2	CDX2	caudal type homeobox 2	1045	https://www.ncbi.nlm.nih.gov/gene/?term=1045
SIGMAR1	SIGMAR1	sigma non-opioid intracellular receptor 1	10280	https://www.ncbi.nlm.nih.gov/gene/?term=10280
NRTN	NRTN	neurturin	4902	https://www.ncbi.nlm.nih.gov/gene/?term=4902
MDFI	MDFI	MyoD family inhibitor	4188	https://www.ncbi.nlm.nih.gov/gene/?term=4188
ASCL2	ASCL2	achaete-scute family bHLH transcription factor 2	430	https://www.ncbi.nlm.nih.gov/gene/?term=430
PRRT1	PRRT1	proline rich transmembrane protein 1	80863	https://www.ncbi.nlm.nih.gov/gene/?term=80863
FOXC2	FOXC2	forkhead box C2	2303	https://www.ncbi.nlm.nih.gov/gene/?term=2303
GDF15	GDF15	growth differentiation factor 15	9518	https://www.ncbi.nlm.nih.gov/gene/?term=9518
B9D2	B9D2	B9 domain containing 2	80776	https://www.ncbi.nlm.nih.gov/gene/?term=80776
TREX2	TREX2	three prime repair exonuclease 2	11219	https://www.ncbi.nlm.nih.gov/gene/?term=11219
KRTAP4-12	KRTAP4-12	keratin associated protein 4-12	83755	https://www.ncbi.nlm.nih.gov/gene/?term=83755
SLX1A	SLX1A	SLX1 homolog A, structure-specific endonuclease subunit	548593	https://www.ncbi.nlm.nih.gov/gene/?term=548593
CCDC3	CCDC3	coiled-coil domain containing 3	83643	https://www.ncbi.nlm.nih.gov/gene/?term=83643
GORASP1	GORASP1	golgi reassembly stacking protein 1	64689	https://www.ncbi.nlm.nih.gov/gene/?term=64689
NUDT16L1	NUDT16L1	nudix hydrolase 16 like 1	84309	https://www.ncbi.nlm.nih.gov/gene/?term=84309
MESP1	MESP1	mesoderm posterior bHLH transcription factor 1	55897	https://www.ncbi.nlm.nih.gov/gene/?term=55897
SRSF8	SRSF8	serine and arginine rich splicing factor 8	10929	https://www.ncbi.nlm.nih.gov/gene/?term=10929
NUDT22	NUDT22	nudix hydrolase 22	84304	https://www.ncbi.nlm.nih.gov/gene/?term=84304
HERPUD2	HERPUD2	HERPUD family member 2	64224	https://www.ncbi.nlm.nih.gov/gene/?term=64224
SOX7	SOX7	SRY-box 7	83595	https://www.ncbi.nlm.nih.gov/gene/?term=83595
NDUFAF3	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	25915	https://www.ncbi.nlm.nih.gov/gene/?term=25915
DOHH	DOHH	deoxyhypusine hydroxylase	83475	https://www.ncbi.nlm.nih.gov/gene/?term=83475
RNF126	RNF126	ring finger protein 126	55658	https://www.ncbi.nlm.nih.gov/gene/?term=55658
DUSP23	DUSP23	dual specificity phosphatase 23	54935	https://www.ncbi.nlm.nih.gov/gene/?term=54935
GGACT	GGACT	gamma-glutamylamine cyclotransferase	87769	https://www.ncbi.nlm.nih.gov/gene/?term=87769
SSBP3	SSBP3	single stranded DNA binding protein 3	23648	https://www.ncbi.nlm.nih.gov/gene/?term=23648
GATA5	GATA5	GATA binding protein 5	140628	https://www.ncbi.nlm.nih.gov/gene/?term=140628
RBM24	RBM24	RNA binding motif protein 24	221662	https://www.ncbi.nlm.nih.gov/gene/?term=221662
AMN	AMN	amnion associated transmembrane protein	81693	https://www.ncbi.nlm.nih.gov/gene/?term=81693
KRTAP9-9	KRTAP9-9	keratin associated protein 9-9	81870	https://www.ncbi.nlm.nih.gov/gene/?term=81870
KRTAP9-8	KRTAP9-8	keratin associated protein 9-8	83901	https://www.ncbi.nlm.nih.gov/gene/?term=83901
KRTAP9-4	KRTAP9-4	keratin associated protein 9-4	85280	https://www.ncbi.nlm.nih.gov/gene/?term=85280
KRTAP9-3	KRTAP9-3	keratin associated protein 9-3	83900	https://www.ncbi.nlm.nih.gov/gene/?term=83900
KRTAP9-2	KRTAP9-2	keratin associated protein 9-2	83899	https://www.ncbi.nlm.nih.gov/gene/?term=83899
KRTAP4-6	KRTAP4-6	keratin associated protein 4-6	81871	https://www.ncbi.nlm.nih.gov/gene/?term=81871
KRTAP4-11	KRTAP4-11	keratin associated protein 4-11	653240	https://www.ncbi.nlm.nih.gov/gene/?term=653240
KRTAP4-9	KRTAP4-9	keratin associated protein 4-9	100132386	https://www.ncbi.nlm.nih.gov/gene/?term=100132386
KRTAP4-7	KRTAP4-7	keratin associated protein 4-7	100132476	https://www.ncbi.nlm.nih.gov/gene/?term=100132476
KRTAP4-5	KRTAP4-5	keratin associated protein 4-5	85289	https://www.ncbi.nlm.nih.gov/gene/?term=85289
KRTAP4-4	KRTAP4-4	keratin associated protein 4-4	84616	https://www.ncbi.nlm.nih.gov/gene/?term=84616
KRTAP1-5	KRTAP1-5	keratin associated protein 1-5	83895	https://www.ncbi.nlm.nih.gov/gene/?term=83895
RTN4R	RTN4R	reticulon 4 receptor	65078	https://www.ncbi.nlm.nih.gov/gene/?term=65078
AMBRA1	AMBRA1	autophagy and beclin 1 regulator 1	55626	https://www.ncbi.nlm.nih.gov/gene/?term=55626
NYX	NYX	nyctalopin	60506	https://www.ncbi.nlm.nih.gov/gene/?term=60506
GFRA4	GFRA4	GDNF family receptor alpha 4	64096	https://www.ncbi.nlm.nih.gov/gene/?term=64096
RNF38	RNF38	ring finger protein 38	152006	https://www.ncbi.nlm.nih.gov/gene/?term=152006
RBM38	RBM38	RNA binding motif protein 38	55544	https://www.ncbi.nlm.nih.gov/gene/?term=55544
IL25	IL25	interleukin 25	64806	https://www.ncbi.nlm.nih.gov/gene/?term=64806
CDIP1	CDIP1	cell death inducing p53 target 1	29965	https://www.ncbi.nlm.nih.gov/gene/?term=29965
FBXL15	FBXL15	F-box and leucine rich repeat protein 15	79176	https://www.ncbi.nlm.nih.gov/gene/?term=79176
SOX17	SOX17	SRY-box 17	64321	https://www.ncbi.nlm.nih.gov/gene/?term=64321
ARMC7	ARMC7	armadillo repeat containing 7	79637	https://www.ncbi.nlm.nih.gov/gene/?term=79637
FKRP	FKRP	fukutin related protein	79147	https://www.ncbi.nlm.nih.gov/gene/?term=79147
ELL3	ELL3	elongation factor for RNA polymerase II 3	80237	https://www.ncbi.nlm.nih.gov/gene/?term=80237
PDF	PDF	peptide deformylase, mitochondrial	64146	https://www.ncbi.nlm.nih.gov/gene/?term=64146
BCL2L10	BCL2L10	BCL2 like 10	10017	https://www.ncbi.nlm.nih.gov/gene/?term=10017
RANGRF	RANGRF	RAN guanine nucleotide release factor	29098	https://www.ncbi.nlm.nih.gov/gene/?term=29098
FGF20	FGF20	fibroblast growth factor 20	26281	https://www.ncbi.nlm.nih.gov/gene/?term=26281
EXOSC4	EXOSC4	exosome component 4	54512	https://www.ncbi.nlm.nih.gov/gene/?term=54512
CD320	CD320	CD320 molecule	51293	https://www.ncbi.nlm.nih.gov/gene/?term=51293
HEYL	HEYL	hes related family bHLH transcription factor with YRPW motif-like	26508	https://www.ncbi.nlm.nih.gov/gene/?term=26508
DAZ3	DAZ3	deleted in azoospermia 3	57054	https://www.ncbi.nlm.nih.gov/gene/?term=57054
TPSG1	TPSG1	tryptase gamma 1	25823	https://www.ncbi.nlm.nih.gov/gene/?term=25823
UBQLN4	UBQLN4	ubiquilin 4	56893	https://www.ncbi.nlm.nih.gov/gene/?term=56893
TNFRSF19	TNFRSF19	TNF receptor superfamily member 19	55504	https://www.ncbi.nlm.nih.gov/gene/?term=55504
RNF146	RNF146	ring finger protein 146	81847	https://www.ncbi.nlm.nih.gov/gene/?term=81847
AP5S1	AP5S1	adaptor related protein complex 5 subunit sigma 1	55317	https://www.ncbi.nlm.nih.gov/gene/?term=55317
RLIM	RLIM	ring finger protein, LIM domain interacting	51132	https://www.ncbi.nlm.nih.gov/gene/?term=51132
DDIT4	DDIT4	DNA damage inducible transcript 4	54541	https://www.ncbi.nlm.nih.gov/gene/?term=54541
RNF186	RNF186	ring finger protein 186	54546	https://www.ncbi.nlm.nih.gov/gene/?term=54546
ABI2	ABI2	abl interactor 2	10152	https://www.ncbi.nlm.nih.gov/gene/?term=10152
KCMF1	KCMF1	potassium channel modulatory factor 1	56888	https://www.ncbi.nlm.nih.gov/gene/?term=56888
HEY2	HEY2	hes related family bHLH transcription factor with YRPW motif 2	23493	https://www.ncbi.nlm.nih.gov/gene/?term=23493
FBLN5	FBLN5	fibulin 5	10516	https://www.ncbi.nlm.nih.gov/gene/?term=10516
DMBT1	DMBT1	deleted in malignant brain tumors 1	1755	https://www.ncbi.nlm.nih.gov/gene/?term=1755
UBQLN2	UBQLN2	ubiquilin 2	29978	https://www.ncbi.nlm.nih.gov/gene/?term=29978
PCSK1N	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	27344	https://www.ncbi.nlm.nih.gov/gene/?term=27344
SERTAD1	SERTAD1	SERTA domain containing 1	29950	https://www.ncbi.nlm.nih.gov/gene/?term=29950
RABAC1	RABAC1	Rab acceptor 1	10567	https://www.ncbi.nlm.nih.gov/gene/?term=10567
DUSP13	DUSP13	dual specificity phosphatase 13	51207	https://www.ncbi.nlm.nih.gov/gene/?term=51207
SERTAD3	SERTAD3	SERTA domain containing 3	29946	https://www.ncbi.nlm.nih.gov/gene/?term=29946
KLK12	KLK12	kallikrein related peptidase 12	43849	https://www.ncbi.nlm.nih.gov/gene/?term=43849
UBQLN1	UBQLN1	ubiquilin 1	29979	https://www.ncbi.nlm.nih.gov/gene/?term=29979
PROCR	PROCR	protein C receptor	10544	https://www.ncbi.nlm.nih.gov/gene/?term=10544
RNF6	RNF6	ring finger protein 6	6049	https://www.ncbi.nlm.nih.gov/gene/?term=6049
CIAO2B	CIAO2B	cytosolic iron-sulfur assembly component 2B	51647	https://www.ncbi.nlm.nih.gov/gene/?term=51647
SIT1	SIT1	signaling threshold regulating transmembrane adaptor 1	27240	https://www.ncbi.nlm.nih.gov/gene/?term=27240
CHTOP	CHTOP	chromatin target of PRMT1	26097	https://www.ncbi.nlm.nih.gov/gene/?term=26097
GPSM3	GPSM3	G protein signaling modulator 3	63940	https://www.ncbi.nlm.nih.gov/gene/?term=63940
RNF115	RNF115	ring finger protein 115	27246	https://www.ncbi.nlm.nih.gov/gene/?term=27246
CHCHD2	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2	51142	https://www.ncbi.nlm.nih.gov/gene/?term=51142
SHISA3	SHISA3	shisa family member 3	152573	https://www.ncbi.nlm.nih.gov/gene/?term=152573
RBMY1E	RBMY1E	RNA binding motif protein, Y-linked, family 1, member E	378950	https://www.ncbi.nlm.nih.gov/gene/?term=378950
URAD	URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase	646625	https://www.ncbi.nlm.nih.gov/gene/?term=646625
EPM2A	EPM2A	EPM2A, laforin glucan phosphatase	7957	https://www.ncbi.nlm.nih.gov/gene/?term=7957
CRYGB	CRYGB	crystallin gamma B	1419	https://www.ncbi.nlm.nih.gov/gene/?term=1419
RBMY1D	RBMY1D	RNA binding motif protein, Y-linked, family 1, member D	378949	https://www.ncbi.nlm.nih.gov/gene/?term=378949
RBMY1C	RBMY1C	RNA binding motif protein, Y-linked, family 1, member C	5942	https://www.ncbi.nlm.nih.gov/gene/?term=5942
CGB7	CGB7	chorionic gonadotropin subunit beta 7	94027	https://www.ncbi.nlm.nih.gov/gene/?term=94027
SELENOV	SELENOV	selenoprotein V	348303	https://www.ncbi.nlm.nih.gov/gene/?term=348303
SSBP2	SSBP2	single stranded DNA binding protein 2	23635	https://www.ncbi.nlm.nih.gov/gene/?term=23635
FAM98C	FAM98C	family with sequence similarity 98 member C	147965	https://www.ncbi.nlm.nih.gov/gene/?term=147965
SWI5	SWI5	SWI5 homologous recombination repair protein	375757	https://www.ncbi.nlm.nih.gov/gene/?term=375757
PRSS53	PRSS53	serine protease 53	339105	https://www.ncbi.nlm.nih.gov/gene/?term=339105
VMAC	VMAC	vimentin type intermediate filament associated coiled-coil protein	400673	https://www.ncbi.nlm.nih.gov/gene/?term=400673
PRICKLE4	PRICKLE4	prickle planar cell polarity protein 4	29964	https://www.ncbi.nlm.nih.gov/gene/?term=29964
NSUN5P1	NSUN5P1	NOP2/Sun RNA methyltransferase family member 5 pseudogene 1	155400	https://www.ncbi.nlm.nih.gov/gene/?term=155400
FAM174B	FAM174B	family with sequence similarity 174 member B	400451	https://www.ncbi.nlm.nih.gov/gene/?term=400451
ERFE	ERFE	erythroferrone	151176	https://www.ncbi.nlm.nih.gov/gene/?term=151176
AARD	AARD	alanine and arginine rich domain containing protein	441376	https://www.ncbi.nlm.nih.gov/gene/?term=441376
SPRN	SPRN	shadow of prion protein	503542	https://www.ncbi.nlm.nih.gov/gene/?term=503542
CT47A1	CT47A1	cancer/testis antigen family 47, member A1	728096	https://www.ncbi.nlm.nih.gov/gene/?term=728096
KLF17	KLF17	Kruppel like factor 17	128209	https://www.ncbi.nlm.nih.gov/gene/?term=128209
HES3	HES3	hes family bHLH transcription factor 3	390992	https://www.ncbi.nlm.nih.gov/gene/?term=390992
RGS9BP	RGS9BP	regulator of G protein signaling 9 binding protein	388531	https://www.ncbi.nlm.nih.gov/gene/?term=388531
CYS1	CYS1	cystin 1	192668	https://www.ncbi.nlm.nih.gov/gene/?term=192668
RNF44	RNF44	ring finger protein 44	22838	https://www.ncbi.nlm.nih.gov/gene/?term=22838
KRTAP13-1	KRTAP13-1	keratin associated protein 13-1	140258	https://www.ncbi.nlm.nih.gov/gene/?term=140258
PUSL1	PUSL1	pseudouridine synthase like 1	126789	https://www.ncbi.nlm.nih.gov/gene/?term=126789
LSMEM2	LSMEM2	leucine rich single-pass membrane protein 2	132228	https://www.ncbi.nlm.nih.gov/gene/?term=132228
NPW	NPW	neuropeptide W	283869	https://www.ncbi.nlm.nih.gov/gene/?term=283869
PPM1N	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)	147699	https://www.ncbi.nlm.nih.gov/gene/?term=147699
LY6G5B	LY6G5B	lymphocyte antigen 6 family member G5B	58496	https://www.ncbi.nlm.nih.gov/gene/?term=58496
PRSS33	PRSS33	serine protease 33	260429	https://www.ncbi.nlm.nih.gov/gene/?term=260429
DNAJB8	DNAJB8	DnaJ heat shock protein family (Hsp40) member B8	165721	https://www.ncbi.nlm.nih.gov/gene/?term=165721
KLF14	KLF14	Kruppel like factor 14	136259	https://www.ncbi.nlm.nih.gov/gene/?term=136259
TMEM174	TMEM174	transmembrane protein 174	134288	https://www.ncbi.nlm.nih.gov/gene/?term=134288
REX1BD	REX1BD	required for excision 1-B domain containing	55049	https://www.ncbi.nlm.nih.gov/gene/?term=55049
KAZALD1	KAZALD1	Kazal type serine peptidase inhibitor domain 1	81621	https://www.ncbi.nlm.nih.gov/gene/?term=81621
DMRTB1	DMRTB1	DMRT like family B with proline rich C-terminal 1	63948	https://www.ncbi.nlm.nih.gov/gene/?term=63948
CITED4	CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4	163732	https://www.ncbi.nlm.nih.gov/gene/?term=163732
UBL7	UBL7	ubiquitin like 7	84993	https://www.ncbi.nlm.nih.gov/gene/?term=84993
AMELY	AMELY	amelogenin Y-linked	266	https://www.ncbi.nlm.nih.gov/gene/?term=266
PRSS27	PRSS27	serine protease 27	83886	https://www.ncbi.nlm.nih.gov/gene/?term=83886
DBNDD2	DBNDD2	dysbindin domain containing 2	55861	https://www.ncbi.nlm.nih.gov/gene/?term=55861
TIMM29	TIMM29	translocase of inner mitochondrial membrane 29	90580	https://www.ncbi.nlm.nih.gov/gene/?term=90580
MCRIP2	MCRIP2	MAPK regulated corepressor interacting protein 2	84331	https://www.ncbi.nlm.nih.gov/gene/?term=84331
VCX	VCX	variable charge X-linked	26609	https://www.ncbi.nlm.nih.gov/gene/?term=26609
FNDC4	FNDC4	fibronectin type III domain containing 4	64838	https://www.ncbi.nlm.nih.gov/gene/?term=64838
RSAD1	RSAD1	radical S-adenosyl methionine domain containing 1	55316	https://www.ncbi.nlm.nih.gov/gene/?term=55316
HES4	HES4	hes family bHLH transcription factor 4	57801	https://www.ncbi.nlm.nih.gov/gene/?term=57801
FGF22	FGF22	fibroblast growth factor 22	27006	https://www.ncbi.nlm.nih.gov/gene/?term=27006
BLOC1S4	BLOC1S4	biogenesis of lysosomal organelles complex 1 subunit 4	55330	https://www.ncbi.nlm.nih.gov/gene/?term=55330
HES2	HES2	hes family bHLH transcription factor 2	54626	https://www.ncbi.nlm.nih.gov/gene/?term=54626
A3GALT2	A3GALT2	alpha 1,3-galactosyltransferase 2	127550	https://www.ncbi.nlm.nih.gov/gene/?term=127550
POLG	POLG	DNA polymerase gamma, catalytic subunit	5428	https://www.ncbi.nlm.nih.gov/gene/?term=5428
TMEM223	TMEM223	transmembrane protein 223	79064	https://www.ncbi.nlm.nih.gov/gene/?term=79064
LRRC3C	LRRC3C	leucine rich repeat containing 3C	100505591	https://www.ncbi.nlm.nih.gov/gene/?term=100505591
TTC36	TTC36	tetratricopeptide repeat domain 36	143941	https://www.ncbi.nlm.nih.gov/gene/?term=143941
AQP12B	AQP12B	aquaporin 12B	653437	https://www.ncbi.nlm.nih.gov/gene/?term=653437
COLCA2	COLCA2	colorectal cancer associated 2	120376	https://www.ncbi.nlm.nih.gov/gene/?term=120376
YDJC	YDJC	YdjC chitooligosaccharide deacetylase homolog	150223	https://www.ncbi.nlm.nih.gov/gene/?term=150223
KRTAP9-7	KRTAP9-7	keratin associated protein 9-7	100505724	https://www.ncbi.nlm.nih.gov/gene/?term=100505724
KRTAP9-6	KRTAP9-6	keratin associated protein 9-6	100507608	https://www.ncbi.nlm.nih.gov/gene/?term=100507608
KRTAP9-1	KRTAP9-1	keratin associated protein 9-1	728318	https://www.ncbi.nlm.nih.gov/gene/?term=728318
ADM5	ADM5	adrenomedullin 5 (putative)	199800	https://www.ncbi.nlm.nih.gov/gene/?term=199800
KRTAP4-16	KRTAP4-16	keratin associated protein 4-16	85354	https://www.ncbi.nlm.nih.gov/gene/?term=85354
TGFBR3L	TGFBR3L	transforming growth factor beta receptor 3 like	100507588	https://www.ncbi.nlm.nih.gov/gene/?term=100507588
PANO1	PANO1	proapoptotic nucleolar protein 1	101927423	https://www.ncbi.nlm.nih.gov/gene/?term=101927423
RTL8C	RTL8C	retrotransposon Gag like 8C	8933	https://www.ncbi.nlm.nih.gov/gene/?term=8933
MAGEC1	MAGEC1	MAGE family member C1	9947	https://www.ncbi.nlm.nih.gov/gene/?term=9947
RBMXL2	RBMXL2	RBMX like 2	27288	https://www.ncbi.nlm.nih.gov/gene/?term=27288
DERPC	DERPC	DERPC, proline and glycine rich nuclear protein	113455421	https://www.ncbi.nlm.nih.gov/gene/?term=113455421
CFC1B	CFC1B	cripto, FRL-1, cryptic family 1B	653275	https://www.ncbi.nlm.nih.gov/gene/?term=653275
TPBGL	TPBGL	trophoblast glycoprotein like	100507050	https://www.ncbi.nlm.nih.gov/gene/?term=100507050
MXRA7	MXRA7	matrix remodeling associated 7	439921	https://www.ncbi.nlm.nih.gov/gene/?term=439921
PTPRCAP	PTPRCAP	protein tyrosine phosphatase, receptor type C associated protein	5790	https://www.ncbi.nlm.nih.gov/gene/?term=5790
MLF2	MLF2	myeloid leukemia factor 2	8079	https://www.ncbi.nlm.nih.gov/gene/?term=8079
MEA1	MEA1	male-enhanced antigen 1	4201	https://www.ncbi.nlm.nih.gov/gene/?term=4201
BEAN1	BEAN1	brain expressed associated with NEDD4 1	146227	https://www.ncbi.nlm.nih.gov/gene/?term=146227
NRN1L	NRN1L	neuritin 1 like	123904	https://www.ncbi.nlm.nih.gov/gene/?term=123904
KHDC1	KHDC1	KH domain containing 1	80759	https://www.ncbi.nlm.nih.gov/gene/?term=80759
LDLRAD2	LDLRAD2	low density lipoprotein receptor class A domain containing 2	401944	https://www.ncbi.nlm.nih.gov/gene/?term=401944
CHCHD2P9	CHCHD2P9	coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 9	645345	https://www.ncbi.nlm.nih.gov/gene/?term=645345
RESP18	RESP18	regulated endocrine specific protein 18	389075	https://www.ncbi.nlm.nih.gov/gene/?term=389075
CGB2	CGB2	chorionic gonadotropin subunit beta 2	114336	https://www.ncbi.nlm.nih.gov/gene/?term=114336
TRNP1	TRNP1	TMF1-regulated nuclear protein 1	388610	https://www.ncbi.nlm.nih.gov/gene/?term=388610
IGF2-AS	IGF2-AS	IGF2 antisense RNA	51214	https://www.ncbi.nlm.nih.gov/gene/?term=51214
CBLN3	CBLN3	cerebellin 3 precursor	643866	https://www.ncbi.nlm.nih.gov/gene/?term=643866
TMEM91	TMEM91	transmembrane protein 91	641649	https://www.ncbi.nlm.nih.gov/gene/?term=641649
EP400P1	EP400P1	EP400 pseudogene 1	347918	https://www.ncbi.nlm.nih.gov/gene/?term=347918
VMO1	VMO1	vitelline membrane outer layer 1 homolog	284013	https://www.ncbi.nlm.nih.gov/gene/?term=284013
FJX1	FJX1	four-jointed box kinase 1	24147	https://www.ncbi.nlm.nih.gov/gene/?term=24147
OOSP2	OOSP2	oocyte secreted protein 2	219990	https://www.ncbi.nlm.nih.gov/gene/?term=219990
AQP12A	AQP12A	aquaporin 12A	375318	https://www.ncbi.nlm.nih.gov/gene/?term=375318
MYCT1	MYCT1	MYC target 1	80177	https://www.ncbi.nlm.nih.gov/gene/?term=80177
TMEM251	TMEM251	transmembrane protein 251	26175	https://www.ncbi.nlm.nih.gov/gene/?term=26175
NANOGP1	NANOGP1	Nanog homeobox pseudogene 1	404635	https://www.ncbi.nlm.nih.gov/gene/?term=404635
PDCD7	PDCD7	programmed cell death 7	10081	https://www.ncbi.nlm.nih.gov/gene/?term=10081
APCDD1L	APCDD1L	APC down-regulated 1 like	164284	https://www.ncbi.nlm.nih.gov/gene/?term=164284
BHLHE23	BHLHE23	basic helix-loop-helix family member e23	128408	https://www.ncbi.nlm.nih.gov/gene/?term=128408
KLHDC9	KLHDC9	kelch domain containing 9	126823	https://www.ncbi.nlm.nih.gov/gene/?term=126823
NAT14	NAT14	N-acetyltransferase 14 (putative)	57106	https://www.ncbi.nlm.nih.gov/gene/?term=57106
TMED6	TMED6	transmembrane p24 trafficking protein 6	146456	https://www.ncbi.nlm.nih.gov/gene/?term=146456
CRYGN	CRYGN	crystallin gamma N	155051	https://www.ncbi.nlm.nih.gov/gene/?term=155051
TMEM158	TMEM158	transmembrane protein 158 (gene/pseudogene)	25907	https://www.ncbi.nlm.nih.gov/gene/?term=25907
OVCA2	OVCA2	OVCA2, serine hydrolase domain containing	124641	https://www.ncbi.nlm.nih.gov/gene/?term=124641
FAM104A	FAM104A	family with sequence similarity 104 member A	84923	https://www.ncbi.nlm.nih.gov/gene/?term=84923
FAM131C	FAM131C	family with sequence similarity 131 member C	348487	https://www.ncbi.nlm.nih.gov/gene/?term=348487
FBXL8	FBXL8	F-box and leucine rich repeat protein 8	55336	https://www.ncbi.nlm.nih.gov/gene/?term=55336
MYEOV	MYEOV	myeloma overexpressed	26579	https://www.ncbi.nlm.nih.gov/gene/?term=26579
LBHD1	LBHD1	LBH domain containing 1	79081	https://www.ncbi.nlm.nih.gov/gene/?term=79081
NEURL2	NEURL2	neuralized E3 ubiquitin protein ligase 2	140825	https://www.ncbi.nlm.nih.gov/gene/?term=140825
HGH1	HGH1	HGH1 homolog	51236	https://www.ncbi.nlm.nih.gov/gene/?term=51236
SSBP4	SSBP4	single stranded DNA binding protein 4	170463	https://www.ncbi.nlm.nih.gov/gene/?term=170463
SCAND2P	SCAND2P	SCAN domain containing 2 pseudogene	54581	https://www.ncbi.nlm.nih.gov/gene/?term=54581
NUP62CL	NUP62CL	nucleoporin 62 C-terminal like	54830	https://www.ncbi.nlm.nih.gov/gene/?term=54830
VCX3B	VCX3B	variable charge X-linked 3B	425054	https://www.ncbi.nlm.nih.gov/gene/?term=425054
VCX3A	VCX3A	variable charge X-linked 3A	51481	https://www.ncbi.nlm.nih.gov/gene/?term=51481
EVA1B	EVA1B	eva-1 homolog B	55194	https://www.ncbi.nlm.nih.gov/gene/?term=55194
METRN	METRN	meteorin, glial cell differentiation regulator	79006	https://www.ncbi.nlm.nih.gov/gene/?term=79006
KLF18	KLF18	Kruppel like factor 18	105378952	https://www.ncbi.nlm.nih.gov/gene/?term=105378952
PMIS2	PMIS2	PMIS2, transmembrane protein	111216276	https://www.ncbi.nlm.nih.gov/gene/?term=111216276
OOSP4A	OOSP4A	oocyte secreted protein family member 4A	112577462	https://www.ncbi.nlm.nih.gov/gene/?term=112577462
TUG1	TUG1	taurine up-regulated 1	55000	https://www.ncbi.nlm.nih.gov/gene/?term=55000
TLDC2	TLDC2	TBC/LysM-associated domain containing 2	140711	https://www.ncbi.nlm.nih.gov/gene/?term=140711
TMEM82	TMEM82	transmembrane protein 82	388595	https://www.ncbi.nlm.nih.gov/gene/?term=388595
RNF222	RNF222	ring finger protein 222	643904	https://www.ncbi.nlm.nih.gov/gene/?term=643904
ASPDH	ASPDH	aspartate dehydrogenase domain containing	554235	https://www.ncbi.nlm.nih.gov/gene/?term=554235
ZNF503-AS2	ZNF503-AS2	ZNF503 antisense RNA 2	100131213	https://www.ncbi.nlm.nih.gov/gene/?term=100131213
PRR23A	PRR23A	proline rich 23A	729627	https://www.ncbi.nlm.nih.gov/gene/?term=729627
IGLON5	IGLON5	IgLON family member 5	402665	https://www.ncbi.nlm.nih.gov/gene/?term=402665
GLTPD2	GLTPD2	glycolipid transfer protein domain containing 2	388323	https://www.ncbi.nlm.nih.gov/gene/?term=388323
LRRC10B	LRRC10B	leucine rich repeat containing 10B	390205	https://www.ncbi.nlm.nih.gov/gene/?term=390205
RNF227	RNF227	ring finger protein 227	284023	https://www.ncbi.nlm.nih.gov/gene/?term=284023
TMEM88B	TMEM88B	transmembrane protein 88B	643965	https://www.ncbi.nlm.nih.gov/gene/?term=643965
RNF212B	RNF212B	ring finger protein 212B	100507650	https://www.ncbi.nlm.nih.gov/gene/?term=100507650
UPK3BL1	UPK3BL1	uroplakin 3B like 1	100134938	https://www.ncbi.nlm.nih.gov/gene/?term=100134938
TEX22	TEX22	testis expressed 22	647310	https://www.ncbi.nlm.nih.gov/gene/?term=647310
TMEM238	TMEM238	transmembrane protein 238	388564	https://www.ncbi.nlm.nih.gov/gene/?term=388564
ANKRD63	ANKRD63	ankyrin repeat domain 63	100131244	https://www.ncbi.nlm.nih.gov/gene/?term=100131244
UPK3BL2	UPK3BL2	uroplakin 3B like 2	107983993	https://www.ncbi.nlm.nih.gov/gene/?term=107983993
ANKRD65	ANKRD65	ankyrin repeat domain 65	441869	https://www.ncbi.nlm.nih.gov/gene/?term=441869
FNDC10	FNDC10	fibronectin type III domain containing 10	643988	https://www.ncbi.nlm.nih.gov/gene/?term=643988
INS-IGF2	INS-IGF2	INS-IGF2 readthrough	723961	https://www.ncbi.nlm.nih.gov/gene/?term=723961
PYCARD-AS1	PYCARD-AS1	PYCARD antisense RNA 1	100652740	https://www.ncbi.nlm.nih.gov/gene/?term=100652740
CT47B1	CT47B1	cancer/testis antigen family 47, member B1	643311	https://www.ncbi.nlm.nih.gov/gene/?term=643311
